FIXEDDEPOSITID,INVESTMENTACCOUNTID,PRINCIPALAMOUNT,INTERESTRATE,MATURITYDATE,INTERESTPAYMENTFREQUENCY,MATURITYAMOUNT
1298,YAVD40908857120101,67543,7.28,YYYY-43-DD 08:43:SS,Half Yearly,3273275
1299,QBNA53414616087368,42067,5.7,YYYY-35-DD 22:35:SS,Yearly,9834547
1300,WCTE04889931461105,833499,6.61,YYYY-14-DD 04:14:SS,Yearly,6151801
1301,MKHD98441144641796,489642,7.34,YYYY-31-DD 11:31:SS,Monthly,9039634
1302,ROEI51581055652880,339095,8.9,YYYY-06-DD 08:06:SS,Half Yearly,9012361
1303,BDBK01380883034324,489778,5,YYYY-16-DD 12:16:SS,Weekly,8624617
1304,NQWA00406966512479,22063,5.91,YYYY-55-DD 10:55:SS,Monthly,1444195
1305,RUQQ59809129808691,673999,5.17,YYYY-20-DD 01:20:SS,Quarterly,8467220
1306,MVFX79983603280189,413507,8.29,YYYY-45-DD 06:45:SS,Monthly,2607948
1307,FUJR52502442743340,863726,7.23,YYYY-05-DD 17:05:SS,Quarterly,9422938
1308,EUZF84318296393747,472784,8.67,YYYY-18-DD 04:18:SS,Daily,966854
1309,YYUC68606555608034,963582,7.46,YYYY-07-DD 08:07:SS,Monthly,4279614
1310,BDBK01380883034324,973913,6.55,YYYY-07-DD 06:07:SS,Yearly,3822331
1311,KILY66091106539651,832516,6.11,YYYY-37-DD 07:37:SS,Daily,9134474
1312,OKHZ39844130414005,387327,6.65,YYYY-16-DD 14:16:SS,Weekly,8408286
1313,TVLK67355683720538,660800,5.56,YYYY-11-DD 00:11:SS,Daily,892392
1314,DMAF66266081736143,993348,8.85,YYYY-29-DD 20:29:SS,Daily,1006591
1315,QKUV37004536818630,169196,7.48,YYYY-58-DD 08:58:SS,Daily,5639240
1316,IWDB19187031339949,47570,7.22,YYYY-10-DD 14:10:SS,Monthly,2932827
1317,YIGO87202692086108,567150,8.34,YYYY-35-DD 15:35:SS,Yearly,2944639
1318,MWNW98393736356074,157231,6.53,YYYY-46-DD 02:46:SS,Monthly,5081540
1319,POUW14813021319327,808847,7.41,YYYY-54-DD 01:54:SS,Yearly,8082177
1320,TPJX99074191364347,626378,7.3,YYYY-09-DD 15:09:SS,Weekly,1960787
1321,CWIV12460345974710,868917,7.38,YYYY-08-DD 15:08:SS,Quarterly,1919222
1322,GXDF04236285441565,501918,6.46,YYYY-03-DD 02:03:SS,Weekly,9819735
1323,XBVN60338740266140,241915,7.78,YYYY-32-DD 04:32:SS,Daily,4256554
1324,WSGD07066444158374,304890,5.99,YYYY-11-DD 02:11:SS,Half Yearly,8202222
1325,PAPK64440227503596,131708,5.51,YYYY-14-DD 17:14:SS,Daily,4343185
1326,LGBY46381004141607,622547,6.17,YYYY-26-DD 13:26:SS,Half Yearly,2433628
1327,UQAA91498901598519,51900,5.57,YYYY-54-DD 02:54:SS,Daily,3899652
1328,WHKQ96727251675516,889000,6.21,YYYY-15-DD 12:15:SS,Half Yearly,8357117
1329,IWAI73497174262223,628994,7.53,YYYY-31-DD 16:31:SS,Daily,1326753
1330,YPQR34736074268568,723372,5.41,YYYY-27-DD 06:27:SS,Weekly,2440559
1331,YOMK70186119482860,331377,7.15,YYYY-05-DD 16:05:SS,Quarterly,2905087
1332,AWYP94977779542709,253739,7.61,YYYY-13-DD 03:13:SS,Yearly,7014167
1333,NIHT15176768290738,648713,8.94,YYYY-27-DD 12:27:SS,Yearly,5157736
1334,WPUM67358882715342,606212,7.1,YYYY-29-DD 23:29:SS,Half Yearly,8323731
1335,TLQG74055341469862,238089,8.64,YYYY-52-DD 19:52:SS,Monthly,5778364
1336,MBFB44624837975498,981231,7.92,YYYY-50-DD 08:50:SS,Half Yearly,4763262
1337,QMIO87227846335080,63569,7.47,YYYY-41-DD 03:41:SS,Daily,7544785
1338,ZATZ76330123627050,113028,7.22,YYYY-40-DD 17:40:SS,Weekly,4456066
1339,ZSLW22555920203829,459521,8.5,YYYY-11-DD 08:11:SS,Monthly,2182354
1340,QMEM55526198450363,528249,5.34,YYYY-12-DD 13:12:SS,Yearly,2963223
1341,RYQL88867269161310,550511,8.28,YYYY-48-DD 06:48:SS,Daily,8959554
1342,GZWH15389842581562,709883,7.7,YYYY-35-DD 04:35:SS,Yearly,3401867
1343,FKHW90588569896895,546134,5.95,YYYY-07-DD 00:07:SS,Monthly,4327181
1344,VVIY33238905597226,506113,6.64,YYYY-25-DD 09:25:SS,Half Yearly,4503558
1345,NOGQ69892306236403,978769,5.62,YYYY-46-DD 23:46:SS,Half Yearly,3265507
1346,YDGZ50918743723313,778793,8.3,YYYY-57-DD 14:57:SS,Yearly,778836
1347,NQQX02798433925922,550364,7.94,YYYY-27-DD 22:27:SS,Daily,6094680
1348,RVYS54590149741462,851197,7.34,YYYY-31-DD 16:31:SS,Daily,851211
1349,MBQW06538533261262,284525,7.17,YYYY-55-DD 18:55:SS,Yearly,562060
1350,NVKD07137094245592,125940,7.63,YYYY-13-DD 18:13:SS,Weekly,2712528
1351,OVXM26419069531091,223490,7.78,YYYY-54-DD 21:54:SS,Half Yearly,7653042
1352,WBUS99097290173024,595439,5.96,YYYY-30-DD 19:30:SS,Yearly,1553332
1353,UGNA07850232415179,391109,7.7,YYYY-16-DD 00:16:SS,Weekly,1188527
1354,BRMV29984667998394,221603,8.93,YYYY-11-DD 02:11:SS,Half Yearly,3818093
1355,SHHP31302314025709,486156,5.59,YYYY-24-DD 05:24:SS,Monthly,486182
1356,FGQV32644048721962,979838,6.37,YYYY-26-DD 05:26:SS,Weekly,7988711
1357,ATRD17343211036838,245205,5.43,YYYY-39-DD 10:39:SS,Quarterly,5152237
1358,VUDG09696904913202,296743,6.42,YYYY-00-DD 17:00:SS,Monthly,5890400
1359,PFBY82147902408214,291197,8.8,YYYY-26-DD 14:26:SS,Half Yearly,5622094
1360,YXHJ45702386130594,177592,6.12,YYYY-09-DD 22:09:SS,Half Yearly,7006370
1361,PCGN77579666762403,880746,8.89,YYYY-14-DD 08:14:SS,Daily,880753
1362,RPGZ60599233400122,367447,7.49,YYYY-28-DD 20:28:SS,Daily,367457
1363,RZXU61358785619035,540003,8.4,YYYY-02-DD 22:02:SS,Half Yearly,6061555
1364,HCRQ04822253010040,179355,5.9,YYYY-24-DD 16:24:SS,Yearly,9320491
1365,YOHP50332308377941,57713,7,YYYY-23-DD 04:23:SS,Yearly,4086560
1366,SLGB26459540128420,499513,8.61,YYYY-29-DD 00:29:SS,Half Yearly,3244819
1367,PCUW98019094529490,948915,8.47,YYYY-56-DD 05:56:SS,Monthly,4397368
1368,QCEB68460006520378,222800,5.32,YYYY-40-DD 06:40:SS,Weekly,6662055
1369,VUDG09696904913202,510119,5.17,YYYY-28-DD 20:28:SS,Quarterly,3001291
1370,ZYXT35767607964669,114865,6.2,YYYY-39-DD 15:39:SS,Half Yearly,2868131
1371,TYWY74254166093710,250882,5.22,YYYY-17-DD 11:17:SS,Quarterly,5260218
1372,AONQ89489891275197,142942,5.84,YYYY-05-DD 21:05:SS,Half Yearly,7892409
1373,OERZ31449251969487,527534,6.18,YYYY-44-DD 07:44:SS,Yearly,8011009
1374,VZBA88157973383094,502515,5.68,YYYY-25-DD 13:25:SS,Quarterly,9173217
1375,LWPR22749146026855,281193,8.18,YYYY-26-DD 03:26:SS,Daily,8619685
1376,AATL56921559480456,535120,6.41,YYYY-08-DD 21:08:SS,Half Yearly,3004497
1377,RPGZ60599233400122,867781,6.49,YYYY-19-DD 20:19:SS,Half Yearly,867793
1378,BMJK61380960783190,728080,7.33,YYYY-26-DD 04:26:SS,Monthly,4218332
1379,EQVV55239727368957,439954,7.56,YYYY-58-DD 20:58:SS,Weekly,4841497
1380,FDLQ40031881091381,783425,8.47,YYYY-33-DD 03:33:SS,Yearly,4313491
1381,KPDS99190150764323,511750,7.42,YYYY-28-DD 19:28:SS,Quarterly,3248161
1382,YBWY35572326434177,652926,8.96,YYYY-05-DD 12:05:SS,Daily,4900650
1383,RQRN36293505577660,160819,8.62,YYYY-17-DD 18:17:SS,Yearly,3328342
1384,ESRM99751469777180,476292,7.71,YYYY-15-DD 12:15:SS,Monthly,657096
1385,JULM43866510402051,138940,5.8,YYYY-40-DD 16:40:SS,Half Yearly,3042324
1386,UNGZ04672901908585,126018,5.35,YYYY-36-DD 14:36:SS,Yearly,7673089
1387,DMAT24312684490563,167746,5.45,YYYY-59-DD 05:59:SS,Weekly,7269178
1388,FXMZ58068941934575,410243,5.31,YYYY-16-DD 07:16:SS,Half Yearly,4030490
1389,USNG00983533173734,624349,8.2,YYYY-30-DD 18:30:SS,Yearly,6386370
1390,KILY66091106539651,502410,6.21,YYYY-47-DD 04:47:SS,Monthly,6509123
1391,TKOC70168189490826,353130,5.75,YYYY-41-DD 17:41:SS,Monthly,3908062
1392,LXLP47840694431921,829729,7.3,YYYY-48-DD 08:48:SS,Weekly,4801161
1393,VZBA88157973383094,581485,8.86,YYYY-18-DD 11:18:SS,Half Yearly,660753
1394,ROAA12423038566137,977843,8.78,YYYY-55-DD 04:55:SS,Yearly,2877376
1395,JGYP50789441821748,646153,8.86,YYYY-26-DD 06:26:SS,Monthly,646185
1396,DNLJ77299893647761,630062,8.48,YYYY-56-DD 15:56:SS,Quarterly,4140524
1397,PPZT92520744612693,911950,7.96,YYYY-24-DD 20:24:SS,Quarterly,2563255
1398,PDVO34248389389918,581482,5.94,YYYY-57-DD 15:57:SS,Half Yearly,9584761
1399,MFFD92621155221459,941796,6.72,YYYY-30-DD 13:30:SS,Quarterly,2604900
1400,QRNC95239685272865,508641,5.8,YYYY-32-DD 15:32:SS,Weekly,3417954
1401,KTDV32068042342186,301593,5.47,YYYY-39-DD 16:39:SS,Weekly,6592515
1402,QYHE36531939383443,622086,7.36,YYYY-38-DD 08:38:SS,Monthly,4885125
1403,UWNE38063992505211,246508,5.48,YYYY-43-DD 00:43:SS,Quarterly,2918402
1404,WDBT61114518149963,509350,8.38,YYYY-30-DD 13:30:SS,Quarterly,7225965
1405,LWPR22749146026855,822663,7.54,YYYY-51-DD 17:51:SS,Daily,7241653
1406,RBRH49588356080041,333551,6.68,YYYY-15-DD 10:15:SS,Daily,2754660
1407,SSXJ02949586357621,934157,6.46,YYYY-08-DD 16:08:SS,Quarterly,4510862
1408,GOBP02467411877128,684518,8.35,YYYY-49-DD 04:49:SS,Weekly,4301644
1409,KETH36824121048930,210792,6.3,YYYY-16-DD 16:16:SS,Quarterly,8833774
1410,UUWA39703011675686,725439,7.13,YYYY-28-DD 01:28:SS,Weekly,725480
1411,GSUO10116470602628,600198,5.95,YYYY-34-DD 10:34:SS,Monthly,3235598
1412,BNHK04755291194829,987788,6.72,YYYY-47-DD 08:47:SS,Half Yearly,987830
1413,BGAS41313736628700,369571,7.94,YYYY-10-DD 05:10:SS,Weekly,9660774
1414,NOGD16191655019392,274271,6.9,YYYY-13-DD 16:13:SS,Weekly,1995648
1415,WFJD37815561955943,92895,7.1,YYYY-08-DD 01:08:SS,Yearly,5304125
1416,AVDB57926310423724,709734,7.15,YYYY-09-DD 04:09:SS,Yearly,9315875
1417,GRSN08161503445442,424364,7.16,YYYY-04-DD 10:04:SS,Daily,6585277
1418,ZWYL54338960744525,556403,6.91,YYYY-07-DD 03:07:SS,Yearly,9996126
1419,ZGJH51822492041544,362875,6.77,YYYY-05-DD 11:05:SS,Weekly,3555362
1420,IAPM55164901606993,614887,5.81,YYYY-07-DD 13:07:SS,Monthly,1862650
1421,XFKE62682093818789,644276,8.81,YYYY-14-DD 14:14:SS,Monthly,6898364
1422,ODMS56787743361068,792395,6.35,YYYY-43-DD 15:43:SS,Monthly,792413
1423,SUVG81879117313626,986223,6.6,YYYY-39-DD 23:39:SS,Quarterly,2503499
1424,JNWR93505299265151,970389,6.17,YYYY-16-DD 20:16:SS,Yearly,3229341
1425,CHHW40198647110572,985331,8.78,YYYY-06-DD 23:06:SS,Daily,3599522
1426,GOBP02467411877128,811656,7.68,YYYY-01-DD 06:01:SS,Quarterly,7524595
1427,OERY35235793310673,237992,6.9,YYYY-21-DD 19:21:SS,Monthly,1266071
1428,TDJF31381649818115,440901,6.22,YYYY-55-DD 00:55:SS,Quarterly,7886460
1429,TJVA82170020307038,675605,6.28,YYYY-30-DD 04:30:SS,Monthly,4700125
1430,RHUS81250046991621,322715,5.55,YYYY-14-DD 14:14:SS,Monthly,4156099
1431,AZFR41994328769458,445610,7.92,YYYY-30-DD 22:30:SS,Monthly,5042810
1432,VPAS51708586672296,663105,7.57,YYYY-27-DD 22:27:SS,Daily,6090397
1433,BSRB55268013338857,361208,6.8,YYYY-28-DD 18:28:SS,Monthly,3893740
1434,VMVH26864595205824,243655,8.6,YYYY-56-DD 02:56:SS,Weekly,9875482
1435,OKOJ86012464083817,497368,8.62,YYYY-26-DD 03:26:SS,Quarterly,5919988
1436,AAGS03835808971544,379239,8.74,YYYY-01-DD 05:01:SS,Half Yearly,786855
1437,OXCR96695938856680,436094,6.97,YYYY-26-DD 18:26:SS,Weekly,1395466
1438,MLTY15493283990709,530793,6.9,YYYY-41-DD 11:41:SS,Half Yearly,4102031
1439,SGHW29068446369717,166050,5.17,YYYY-15-DD 03:15:SS,Monthly,8155658
1440,BNGM02701870523666,308735,8.92,YYYY-36-DD 16:36:SS,Quarterly,6751560
1441,JQMC79114392338826,833572,7.17,YYYY-30-DD 20:30:SS,Weekly,5484731
1442,WPUM67358882715342,855748,5.67,YYYY-59-DD 18:59:SS,Daily,855791
1443,KLGS83362538276133,641974,7.95,YYYY-05-DD 08:05:SS,Weekly,7680311
1444,SEHS53246667227670,685742,6.94,YYYY-33-DD 21:33:SS,Yearly,3740947
1445,ZSLW22555920203829,901795,5.86,YYYY-02-DD 14:02:SS,Monthly,7721122
1446,DHNY40651295539670,865985,6,YYYY-39-DD 01:39:SS,Daily,5026332
1447,ADNC55170547473479,657196,6.24,YYYY-47-DD 07:47:SS,Quarterly,1922546
1448,JKTI91832913834319,623409,8.61,YYYY-48-DD 23:48:SS,Monthly,2536983
1449,XTFP26778511636466,493280,7.64,YYYY-05-DD 16:05:SS,Weekly,1065413
1450,DKAK25650757788059,859642,8.49,YYYY-47-DD 14:47:SS,Yearly,2764489
1451,HLBO85298721611761,322229,6.59,YYYY-26-DD 07:26:SS,Yearly,7046842
1452,LDLL08481944238436,487610,5.15,YYYY-26-DD 03:26:SS,Weekly,4736621
1453,HKGP65523214207119,667788,7.14,YYYY-21-DD 03:21:SS,Quarterly,858624
1454,WUFS94207643058505,24874,8.7,YYYY-39-DD 11:39:SS,Daily,3165715
1455,ZXYN80364262958486,129628,8.95,YYYY-37-DD 12:37:SS,Monthly,7599990
1456,NVDI90545785990699,160171,6.36,YYYY-54-DD 01:54:SS,Quarterly,9603273
1457,SXNS34177047547691,285538,7.3,YYYY-05-DD 06:05:SS,Daily,346413
1458,HORE91172449873631,109805,5.57,YYYY-27-DD 04:27:SS,Daily,8955828
1459,YHSI92519101247650,456126,8.7,YYYY-50-DD 14:50:SS,Weekly,647502
1460,LNXV55020183905883,803548,7.93,YYYY-23-DD 17:23:SS,Yearly,2032362
1461,YRYN11563189454649,353705,6.33,YYYY-20-DD 04:20:SS,Yearly,1894946
1462,WEGF57998830259607,398188,6.24,YYYY-34-DD 17:34:SS,Quarterly,4115399
1463,TCRQ94972897417084,332296,8.29,YYYY-09-DD 12:09:SS,Quarterly,3382443
1464,SLNA98897856591878,41269,7.4,YYYY-20-DD 22:20:SS,Half Yearly,1972431
1465,IOKG12391306060011,37986,8.75,YYYY-46-DD 04:46:SS,Quarterly,8230291
1466,BCHW49786475015804,261105,5.9,YYYY-39-DD 13:39:SS,Yearly,8131267
1467,ICAD86200941477145,593197,5.13,YYYY-43-DD 00:43:SS,Half Yearly,747251
1468,TVOY03042838931057,163830,8.19,YYYY-59-DD 16:59:SS,Half Yearly,970339
1469,HOVE02766838191031,967743,8.95,YYYY-17-DD 12:17:SS,Monthly,7520177
1470,IZNT51183978727365,733497,7.79,YYYY-26-DD 09:26:SS,Yearly,7309196
1471,RDRE05120220996497,783755,5.17,YYYY-30-DD 12:30:SS,Half Yearly,1966233
1472,TGHV55232814509508,284778,7.29,YYYY-06-DD 21:06:SS,Yearly,1840228
1473,KDZO85299745652272,416316,6.2,YYYY-37-DD 19:37:SS,Monthly,3477067
1474,OYYW71907687224782,111561,8.35,YYYY-48-DD 19:48:SS,Daily,5625602
1475,QKRB43362514799685,172296,7.63,YYYY-31-DD 02:31:SS,Weekly,8283194
1476,BZML34064990202208,863591,8.69,YYYY-20-DD 12:20:SS,Daily,2498796
1477,IBCT66648702435420,152371,7.97,YYYY-48-DD 10:48:SS,Quarterly,702581
1478,ZRSG98912146316157,278213,5.56,YYYY-36-DD 10:36:SS,Quarterly,9828430
1479,RKXT45861188314452,180413,6.15,YYYY-59-DD 09:59:SS,Quarterly,530408
1480,IBKQ91092386539704,583895,6.94,YYYY-33-DD 07:33:SS,Weekly,4834304
1481,AJLB99101906349299,361337,7.16,YYYY-54-DD 00:54:SS,Yearly,479243
1482,VXIR57430616895002,487757,8.32,YYYY-36-DD 22:36:SS,Weekly,7772890
1483,FKHR74868911964395,827833,5.96,YYYY-29-DD 21:29:SS,Quarterly,827865
1484,EDQP91017025989801,189859,8.32,YYYY-00-DD 18:00:SS,Weekly,4340420
1485,RKXT45861188314452,71414,8.79,YYYY-57-DD 02:57:SS,Yearly,1789036
1486,HUVL17510842619035,567093,7.2,YYYY-15-DD 08:15:SS,Monthly,567098
1487,EFZA96900143020687,537216,7.12,YYYY-29-DD 03:29:SS,Half Yearly,727682
1488,YIOT28372807109889,211598,6.1,YYYY-26-DD 18:26:SS,Half Yearly,1224967
1489,KVBO72932919908077,427207,7.28,YYYY-09-DD 05:09:SS,Monthly,8946461
1490,GRSN08161503445442,260282,7.97,YYYY-34-DD 07:34:SS,Quarterly,260305
1491,FBYV32573064233839,737329,8.5,YYYY-22-DD 08:22:SS,Weekly,9152686
1492,HPRR16438526024169,407104,8.72,YYYY-39-DD 03:39:SS,Weekly,8731033
1493,ODMS56787743361068,820596,7.54,YYYY-20-DD 15:20:SS,Weekly,8719321
1494,GWGM00211069434245,988831,5.28,YYYY-31-DD 19:31:SS,Half Yearly,4007281
1495,UXMT42175164159827,767261,8.29,YYYY-29-DD 06:29:SS,Daily,6579501
1496,GEPF89353910390885,978239,5.97,YYYY-19-DD 05:19:SS,Half Yearly,2068234
1497,BUOE40133554253521,663438,6.28,YYYY-01-DD 17:01:SS,Yearly,8347721
1498,SRNQ63187096061996,999323,8.29,YYYY-38-DD 14:38:SS,Quarterly,4779344
1499,UDWB40910372203410,347029,7.89,YYYY-37-DD 04:37:SS,Weekly,750998
1500,HPBB79610765944541,867816,8.48,YYYY-44-DD 22:44:SS,Yearly,9333174
1501,OKHC48573841150307,466140,5.98,YYYY-13-DD 02:13:SS,Yearly,9614265
1502,XYVQ13943147055572,262766,8.98,YYYY-49-DD 08:49:SS,Weekly,7997430
1503,FSVJ74335646714581,946300,5.75,YYYY-30-DD 15:30:SS,Monthly,5549604
1504,HPBB79610765944541,992266,8.99,YYYY-12-DD 18:12:SS,Monthly,9495949
1505,TTEX73715434446529,263915,6.11,YYYY-05-DD 19:05:SS,Yearly,3592802
1506,HLKY90596079897073,147750,5.46,YYYY-09-DD 06:09:SS,Monthly,4366074
1507,TIAP43403868119894,70978,7.84,YYYY-31-DD 14:31:SS,Half Yearly,506381
1508,WZLC78089561494769,413423,7.29,YYYY-22-DD 11:22:SS,Daily,6348774
1509,XWOQ53515211392860,296355,5.6,YYYY-48-DD 12:48:SS,Half Yearly,2282311
1510,HBLC30543172477434,252631,8.28,YYYY-08-DD 18:08:SS,Half Yearly,4651042
1511,RWYX76594661017543,721345,7.78,YYYY-41-DD 01:41:SS,Half Yearly,1627147
1512,QDBS19217986527143,261846,5.17,YYYY-58-DD 02:58:SS,Quarterly,7248798
1513,UGSW17394710819902,802084,5.34,YYYY-16-DD 08:16:SS,Monthly,802115
1514,UVPY62503523775335,220511,7.21,YYYY-59-DD 15:59:SS,Monthly,5677747
1515,IFTM34372063377270,390188,5.7,YYYY-02-DD 08:02:SS,Yearly,9374936
1516,RHYC07550614298355,917672,8.37,YYYY-39-DD 20:39:SS,Monthly,4905415
1517,DKAK25650757788059,554650,6.21,YYYY-55-DD 02:55:SS,Quarterly,7774206
1518,RJPK40521539708431,738427,5.99,YYYY-39-DD 14:39:SS,Monthly,3191989
1519,EVIK18798616577581,770951,6.72,YYYY-45-DD 12:45:SS,Quarterly,9968404
1520,EVUY37488744789505,136624,5.74,YYYY-04-DD 08:04:SS,Monthly,6534987
1521,ZSCL00515407665863,440603,7.4,YYYY-29-DD 22:29:SS,Monthly,6100823
1522,DLAN71952583778617,272980,6.27,YYYY-32-DD 11:32:SS,Daily,7657769
1523,ULIW49236928583301,626852,8.91,YYYY-07-DD 07:07:SS,Daily,626902
1524,XWLR45602121744186,423530,6.85,YYYY-50-DD 08:50:SS,Monthly,7286011
1525,OOKV42694479160016,22686,8.42,YYYY-22-DD 04:22:SS,Daily,5954483
1526,FGOC97573082880014,834524,8.45,YYYY-21-DD 19:21:SS,Weekly,2313504
1527,PTMU54909717444576,182716,6.13,YYYY-09-DD 18:09:SS,Daily,9916024
1528,ODMS56787743361068,670519,5.92,YYYY-04-DD 04:04:SS,Yearly,9021157
1529,WWVU56471333087020,711388,5.99,YYYY-02-DD 07:02:SS,Monthly,4997105
1530,WUDJ25886340368532,761243,6.5,YYYY-21-DD 19:21:SS,Half Yearly,5638645
1531,YMBR60445498765576,891057,5.48,YYYY-48-DD 11:48:SS,Daily,900706
1532,SLNA98897856591878,434608,5.3,YYYY-21-DD 03:21:SS,Monthly,7928856
1533,VPZP65327517649103,179946,6.84,YYYY-01-DD 17:01:SS,Quarterly,4841291
1534,WZLC78089561494769,350957,6.28,YYYY-08-DD 08:08:SS,Weekly,9774311
1535,XNDH81612288817601,319920,8.4,YYYY-39-DD 10:39:SS,Yearly,4885687
1536,ACTM90739393490718,115424,6.17,YYYY-09-DD 01:09:SS,Weekly,1183207
1537,RRGD75786549214329,928386,7.65,YYYY-20-DD 05:20:SS,Monthly,1900573
1538,PAEO73432563163685,183672,7.1,YYYY-10-DD 18:10:SS,Weekly,9560455
1539,QTYG16930589586768,303597,6.53,YYYY-35-DD 00:35:SS,Daily,3604027
1540,ORQA20833136798256,103214,5.33,YYYY-01-DD 13:01:SS,Weekly,5717776
1541,VDGF10433070361857,767911,5.5,YYYY-47-DD 07:47:SS,Daily,4152267
1542,PMXF28538308161496,828941,5.91,YYYY-00-DD 16:00:SS,Quarterly,6313379
1543,QYSJ66792938201581,450812,5.6,YYYY-48-DD 03:48:SS,Weekly,9312158
1544,FQQD70565696705726,860086,8.84,YYYY-33-DD 23:33:SS,Half Yearly,860119
1545,RYLU47213330206596,636667,8.67,YYYY-04-DD 08:04:SS,Daily,3114097
1546,GSXP75911352237855,673802,8.1,YYYY-16-DD 05:16:SS,Yearly,4527130
1547,QCEB68460006520378,231405,6.41,YYYY-49-DD 01:49:SS,Daily,1483721
1548,LCFF32023531674447,212004,6.31,YYYY-18-DD 10:18:SS,Weekly,1932218
1549,TSGO84200551842203,860519,5.46,YYYY-32-DD 00:32:SS,Daily,3755313
1550,CYGV30185467394014,821710,8.32,YYYY-43-DD 23:43:SS,Half Yearly,7908089
1551,VPZP65327517649103,23757,8.16,YYYY-20-DD 04:20:SS,Daily,5193479
1552,KNQT68469678183502,379736,5.14,YYYY-14-DD 22:14:SS,Monthly,383664
1553,GDTW38956188328466,221562,7.89,YYYY-09-DD 13:09:SS,Half Yearly,8860733
1554,QMEM55526198450363,453766,8.46,YYYY-54-DD 22:54:SS,Half Yearly,7481317
1555,YIGO87202692086108,799165,6.59,YYYY-15-DD 21:15:SS,Quarterly,799207
1556,SVTL54256278394238,370158,7.65,YYYY-10-DD 03:10:SS,Daily,8789606
1557,ENQY53900478124876,130753,7.26,YYYY-54-DD 05:54:SS,Quarterly,4039262
1558,XACZ05752583665318,452303,5.92,YYYY-12-DD 17:12:SS,Monthly,4079128
1559,LXLP47840694431921,367514,6.2,YYYY-08-DD 17:08:SS,Half Yearly,8603253
1560,QYUT98724450841552,945371,6.7,YYYY-47-DD 20:47:SS,Weekly,4143907
1561,YYUC68606555608034,924898,6.81,YYYY-37-DD 23:37:SS,Monthly,4038942
1562,KLQX87693438020777,337645,7.1,YYYY-44-DD 03:44:SS,Daily,9053383
1563,DDVM85169892709089,516594,5.17,YYYY-28-DD 18:28:SS,Quarterly,3847192
1564,GKLW12272214309504,327292,6.85,YYYY-55-DD 04:55:SS,Daily,9691995
1565,JVHS51516742314518,287763,6.4,YYYY-22-DD 20:22:SS,Weekly,3173663
1566,MSBT79471589841341,757625,5.71,YYYY-28-DD 09:28:SS,Quarterly,8628266
1567,BSMH85572384731420,945595,7.61,YYYY-09-DD 10:09:SS,Weekly,945607
1568,FFBD45030618414668,330106,7.8,YYYY-50-DD 18:50:SS,Weekly,7745345
1569,IOMG51124133152453,97604,6.85,YYYY-21-DD 06:21:SS,Yearly,7120972
1570,EEYF39468637250317,979601,6.22,YYYY-01-DD 11:01:SS,Quarterly,5641274
1571,YYUC68606555608034,928653,6.31,YYYY-39-DD 07:39:SS,Weekly,5424268
1572,OEQD64567163704005,800375,7.32,YYYY-32-DD 06:32:SS,Yearly,6270532
1573,ODEL22453085365339,335449,8.18,YYYY-47-DD 15:47:SS,Half Yearly,2573627
1574,ZEZV08957276105412,24600,8.26,YYYY-37-DD 01:37:SS,Monthly,413597
1575,EHKV55482057767357,166332,5.93,YYYY-40-DD 08:40:SS,Daily,8732445
1576,TMHZ16955821353335,734251,5.44,YYYY-12-DD 11:12:SS,Quarterly,8675349
1577,XNDH81612288817601,910447,8.63,YYYY-28-DD 10:28:SS,Weekly,6877439
1578,RKXT45861188314452,767366,5.17,YYYY-01-DD 22:01:SS,Quarterly,2350027
1579,AVRW60136482723349,394727,5.84,YYYY-54-DD 11:54:SS,Half Yearly,4121546
1580,CXQQ56803679268721,928382,6.64,YYYY-54-DD 03:54:SS,Quarterly,9792834
1581,PLJP55785332474337,216967,7.75,YYYY-12-DD 06:12:SS,Yearly,1470414
1582,AMHW91050574172271,975112,5.88,YYYY-02-DD 14:02:SS,Half Yearly,8486268
1583,CGTH86872332786541,389765,5.94,YYYY-25-DD 13:25:SS,Weekly,8015497
1584,USGE43907710642106,128214,5.45,YYYY-45-DD 14:45:SS,Yearly,2329956
1585,RLKA25973511663477,186311,7.14,YYYY-35-DD 09:35:SS,Half Yearly,3586675
1586,IPPF56092241445437,610395,7.61,YYYY-18-DD 22:18:SS,Yearly,4583089
1587,NRBI68121112096476,210448,5.18,YYYY-30-DD 15:30:SS,Monthly,5923068
1588,NRWR68760092349484,420252,7.63,YYYY-14-DD 10:14:SS,Half Yearly,7180010
1589,PUEK10454374440634,261941,6.55,YYYY-45-DD 18:45:SS,Quarterly,3202039
1590,UWXN25047347536990,558520,8.6,YYYY-08-DD 03:08:SS,Monthly,4834475
1591,VWWS88732970439806,267479,7.61,YYYY-38-DD 15:38:SS,Daily,9842924
1592,VPZP65327517649103,316536,6.63,YYYY-23-DD 17:23:SS,Daily,6971808
1593,JGYP50789441821748,197141,6.6,YYYY-57-DD 15:57:SS,Weekly,288648
1594,PCSI66842725363591,477642,5.88,YYYY-55-DD 22:55:SS,Monthly,3180298
1595,BFZI24803483631005,741979,6.77,YYYY-46-DD 04:46:SS,Quarterly,3741613
1596,SAOQ46079334206896,501400,8.31,YYYY-24-DD 07:24:SS,Half Yearly,5577998
1597,PXJP04306564441133,945870,7.91,YYYY-29-DD 02:29:SS,Monthly,3309729
