ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTBALANCE,ACCOUNTSTATUS,INTERESTRATE,OPENINGDATE,LASTTRANSACTIONDATE
JKAK42478456818657,2162,Brokerage account,532039,Closed,5.1,YYYY-53-DD 19:53:SS,YYYY-54-DD 02:54:SS
QPHF48926071876693,2042,Certificate of deposit (CD),3095369,Active,6.55,YYYY-11-DD 18:11:SS,YYYY-13-DD 20:13:SS
YCLU41149100739546,2271,Individual retirement arrangement (IRA),1428746,Closed,7.88,YYYY-31-DD 21:31:SS,YYYY-58-DD 02:58:SS
CKCY55486548087383,1083,Certificate of deposit (CD),3061482,Active,8.32,YYYY-13-DD 02:13:SS,YYYY-25-DD 14:25:SS
GMEN57465375001295,1564,Brokerage account,3336405,Frozen,9.32,YYYY-43-DD 15:43:SS,YYYY-20-DD 20:20:SS
URJR01764385469271,2070,Checking account,2575911,Frozen,9.65,YYYY-50-DD 13:50:SS,YYYY-04-DD 12:04:SS
XFGS63802486422072,1602,Individual retirement arrangement (IRA),1514565,Active,5.59,YYYY-23-DD 18:23:SS,YYYY-34-DD 01:34:SS
BCIJ44479445804569,1881,Brokerage account,4189166,Frozen,6.36,YYYY-35-DD 02:35:SS,YYYY-36-DD 15:36:SS
MOVZ99030685753550,1442,Money market account,1886591,Active,7.46,YYYY-49-DD 10:49:SS,YYYY-38-DD 02:38:SS
LCRX73618303335193,2468,Savings account,3204016,Frozen,7.68,YYYY-51-DD 21:51:SS,YYYY-18-DD 20:18:SS
NOLW32197002395146,1882,Individual retirement arrangement (IRA),4243133,Closed,8.92,YYYY-57-DD 12:57:SS,YYYY-02-DD 10:02:SS
ZOKU37666957175966,2101,Savings account,991024,Frozen,5.91,YYYY-18-DD 04:18:SS,YYYY-22-DD 02:22:SS
OLSL15238592753522,1320,Certificate of deposit (CD),3244921,Active,8.44,YYYY-10-DD 09:10:SS,YYYY-19-DD 13:19:SS
VXGU58397039505544,2190,Brokerage account,3636631,Frozen,7.95,YYYY-05-DD 05:05:SS,YYYY-43-DD 15:43:SS
ZDNZ09420176534195,1377,Money market account,3887560,Closed,8.13,YYYY-25-DD 20:25:SS,YYYY-15-DD 15:15:SS
YYUH55679578800506,1838,Individual retirement arrangement (IRA),1829213,Active,8.91,YYYY-40-DD 13:40:SS,YYYY-21-DD 14:21:SS
OYSJ15467473682669,1364,Brokerage account,268487,Active,5.19,YYYY-13-DD 23:13:SS,YYYY-28-DD 06:28:SS
AXKB58593298576279,2095,Certificate of deposit (CD),4853680,Frozen,9.87,YYYY-26-DD 19:26:SS,YYYY-44-DD 23:44:SS
VCYD33526495414544,2409,Certificate of deposit (CD),398651,Active,6.17,YYYY-53-DD 05:53:SS,YYYY-38-DD 01:38:SS
BNNH49820297175213,2200,Money market account,217847,Active,6.76,YYYY-25-DD 15:25:SS,YYYY-26-DD 03:26:SS
PMDH48231938093998,2443,Money market account,2495623,Active,6.17,YYYY-36-DD 16:36:SS,YYYY-27-DD 14:27:SS
VBZN62051724316418,2367,Money market account,2519154,Closed,7.62,YYYY-54-DD 22:54:SS,YYYY-49-DD 08:49:SS
CAPY55383875021960,1952,Checking account,4841388,Frozen,9.83,YYYY-17-DD 09:17:SS,YYYY-30-DD 16:30:SS
YAOT98708027627518,1108,Money market account,4301952,Closed,5.55,YYYY-03-DD 01:03:SS,YYYY-10-DD 07:10:SS
NVQA15828922748072,1054,Certificate of deposit (CD),4473225,Frozen,5.97,YYYY-36-DD 00:36:SS,YYYY-06-DD 14:06:SS
AUEV89569605592760,2495,Money market account,3495524,Active,9.3,YYYY-17-DD 14:17:SS,YYYY-17-DD 16:17:SS
NGZH63375998746001,2071,Certificate of deposit (CD),626079,Active,7.82,YYYY-50-DD 04:50:SS,YYYY-31-DD 02:31:SS
ZBBU19859752028083,1032,Certificate of deposit (CD),762432,Active,6.16,YYYY-40-DD 22:40:SS,YYYY-19-DD 07:19:SS
BUBC90122870169435,1258,Certificate of deposit (CD),2137092,Closed,5.56,YYYY-59-DD 06:59:SS,YYYY-13-DD 23:13:SS
EDLR23404789007369,1705,Checking account,2018870,Active,6.83,YYYY-33-DD 00:33:SS,YYYY-53-DD 23:53:SS
KKLI29941342011197,1503,Certificate of deposit (CD),557232,Closed,7.17,YYYY-58-DD 22:58:SS,YYYY-56-DD 16:56:SS
GMFM15880748585945,2163,Brokerage account,673263,Frozen,9.27,YYYY-03-DD 11:03:SS,YYYY-03-DD 13:03:SS
TEWF36234495142825,2433,Money market account,2052636,Frozen,8.22,YYYY-01-DD 19:01:SS,YYYY-32-DD 23:32:SS
GONX02667678116499,2037,Certificate of deposit (CD),4167630,Closed,5.87,YYYY-12-DD 21:12:SS,YYYY-22-DD 05:22:SS
HNCX65182351274684,1213,Individual retirement arrangement (IRA),2854232,Frozen,5.76,YYYY-19-DD 16:19:SS,YYYY-33-DD 06:33:SS
HIZO61402746001081,2159,Money market account,3693450,Frozen,7.42,YYYY-31-DD 06:31:SS,YYYY-46-DD 09:46:SS
XVTW99681343958892,1561,Money market account,4121913,Closed,9.45,YYYY-24-DD 16:24:SS,YYYY-57-DD 12:57:SS
ORCU76890416943392,1394,Certificate of deposit (CD),4551146,Closed,9.17,YYYY-41-DD 16:41:SS,YYYY-10-DD 09:10:SS
DRFY82531523645031,1215,Checking account,2330817,Active,6.62,YYYY-05-DD 07:05:SS,YYYY-14-DD 05:14:SS
IJYK96938496050895,1535,Individual retirement arrangement (IRA),3091676,Frozen,7.77,YYYY-59-DD 08:59:SS,YYYY-19-DD 14:19:SS
BAGD38454479534969,2094,Brokerage account,4304571,Closed,8.93,YYYY-33-DD 01:33:SS,YYYY-14-DD 09:14:SS
VDTI92678670571054,2402,Savings account,1951459,Closed,7.4,YYYY-05-DD 22:05:SS,YYYY-35-DD 13:35:SS
WQOF55768710535321,1609,Certificate of deposit (CD),3248512,Active,6.91,YYYY-39-DD 13:39:SS,YYYY-20-DD 04:20:SS
EGYQ44945381965670,2132,Certificate of deposit (CD),2779969,Closed,6.53,YYYY-35-DD 03:35:SS,YYYY-42-DD 11:42:SS
JCEK58571831330262,2472,Brokerage account,1560986,Closed,8.4,YYYY-23-DD 15:23:SS,YYYY-33-DD 18:33:SS
MEOO37983888596779,2401,Certificate of deposit (CD),431709,Closed,6.57,YYYY-54-DD 16:54:SS,YYYY-38-DD 17:38:SS
SVAW63607868372882,1891,Checking account,1156991,Closed,7.42,YYYY-36-DD 18:36:SS,YYYY-03-DD 06:03:SS
MIHE88004720292125,1756,Money market account,1316400,Active,8.84,YYYY-11-DD 02:11:SS,YYYY-27-DD 02:27:SS
QLRH18590734733292,1257,Individual retirement arrangement (IRA),3019560,Frozen,8.2,YYYY-55-DD 01:55:SS,YYYY-36-DD 20:36:SS
NULE48139756827529,1561,Individual retirement arrangement (IRA),3960726,Closed,5.84,YYYY-33-DD 13:33:SS,YYYY-40-DD 03:40:SS
OTPD30571120820886,1531,Certificate of deposit (CD),4639661,Closed,8.59,YYYY-54-DD 02:54:SS,YYYY-51-DD 09:51:SS
EHPZ89125115329239,2187,Individual retirement arrangement (IRA),3846167,Active,7.23,YYYY-19-DD 13:19:SS,YYYY-20-DD 16:20:SS
EKHL48965573932486,1132,Certificate of deposit (CD),4599793,Closed,7.38,YYYY-58-DD 16:58:SS,YYYY-21-DD 11:21:SS
AXDE67456904858956,1445,Brokerage account,413211,Frozen,8.77,YYYY-19-DD 00:19:SS,YYYY-01-DD 04:01:SS
DHFG66862016778679,2114,Certificate of deposit (CD),652129,Frozen,5.88,YYYY-35-DD 20:35:SS,YYYY-20-DD 04:20:SS
ZOBC75589880855030,1639,Savings account,3028630,Closed,9.43,YYYY-49-DD 05:49:SS,YYYY-06-DD 05:06:SS
POZM27048106489129,2177,Certificate of deposit (CD),4229236,Active,6.3,YYYY-51-DD 11:51:SS,YYYY-03-DD 16:03:SS
XKDL55106234939841,1997,Money market account,4619539,Active,8.28,YYYY-59-DD 00:59:SS,YYYY-44-DD 02:44:SS
YSFB74498843905740,1551,Brokerage account,2028320,Active,6.6,YYYY-40-DD 14:40:SS,YYYY-00-DD 18:00:SS
ASCI22180183243413,1280,Certificate of deposit (CD),2698586,Closed,7.55,YYYY-09-DD 09:09:SS,YYYY-49-DD 13:49:SS
ZAES09039742786106,1460,Individual retirement arrangement (IRA),2306735,Frozen,6.95,YYYY-30-DD 22:30:SS,YYYY-31-DD 14:31:SS
CTJH79594797011734,1296,Brokerage account,2756669,Closed,6.77,YYYY-52-DD 11:52:SS,YYYY-13-DD 17:13:SS
TKMT33269017629084,2424,Individual retirement arrangement (IRA),3067202,Active,5.24,YYYY-40-DD 06:40:SS,YYYY-07-DD 13:07:SS
JDWJ71974300026679,1094,Brokerage account,1184548,Closed,6.42,YYYY-44-DD 19:44:SS,YYYY-21-DD 11:21:SS
ORKL03146249509831,2293,Certificate of deposit (CD),1539066,Closed,5.2,YYYY-44-DD 20:44:SS,YYYY-58-DD 20:58:SS
BYAH26039619544109,1082,Money market account,4669198,Closed,5.96,YYYY-23-DD 04:23:SS,YYYY-21-DD 00:21:SS
YZBB64804862072279,1523,Certificate of deposit (CD),1355626,Frozen,8.68,YYYY-43-DD 03:43:SS,YYYY-21-DD 17:21:SS
YFTX65487461113730,1977,Money market account,246569,Active,8.87,YYYY-07-DD 05:07:SS,YYYY-39-DD 17:39:SS
AITL74453642082386,2084,Money market account,477008,Active,8.54,YYYY-31-DD 18:31:SS,YYYY-50-DD 20:50:SS
OYTG75321786420517,1594,Individual retirement arrangement (IRA),3937554,Active,5.5,YYYY-30-DD 12:30:SS,YYYY-03-DD 17:03:SS
YKXO42481109600605,1874,Certificate of deposit (CD),3069778,Active,7.53,YYYY-09-DD 23:09:SS,YYYY-01-DD 00:01:SS
RRZW84866104634289,1349,Savings account,547949,Active,9.1,YYYY-59-DD 14:59:SS,YYYY-50-DD 00:50:SS
XILO70345995390367,1528,Certificate of deposit (CD),1245471,Closed,8,YYYY-01-DD 11:01:SS,YYYY-21-DD 20:21:SS
YTNK28530969993720,2066,Certificate of deposit (CD),1477363,Active,7.16,YYYY-40-DD 02:40:SS,YYYY-56-DD 16:56:SS
EGWE14569877853824,1578,Certificate of deposit (CD),4650586,Frozen,5.25,YYYY-10-DD 17:10:SS,YYYY-43-DD 00:43:SS
LEUK07408613405541,1381,Money market account,1752218,Closed,5.6,YYYY-50-DD 03:50:SS,YYYY-48-DD 08:48:SS
NMTG88938101209442,2207,Certificate of deposit (CD),4578867,Closed,5.87,YYYY-04-DD 13:04:SS,YYYY-05-DD 19:05:SS
ZVMT07249304039129,1045,Certificate of deposit (CD),3606885,Closed,9.52,YYYY-11-DD 11:11:SS,YYYY-02-DD 20:02:SS
DGUP07322259625245,1322,Individual retirement arrangement (IRA),4223962,Closed,6.76,YYYY-28-DD 19:28:SS,YYYY-05-DD 09:05:SS
BMIW56289943810107,2130,Brokerage account,3654880,Frozen,5.53,YYYY-08-DD 13:08:SS,YYYY-35-DD 10:35:SS
PQAK20246574596945,1455,Certificate of deposit (CD),1384514,Frozen,9.16,YYYY-28-DD 03:28:SS,YYYY-00-DD 08:00:SS
BTCD13590225159240,1390,Individual retirement arrangement (IRA),4260961,Active,9.5,YYYY-08-DD 01:08:SS,YYYY-58-DD 09:58:SS
HBDA74694714014059,1850,Brokerage account,1957756,Active,5.76,YYYY-55-DD 03:55:SS,YYYY-33-DD 20:33:SS
LZZX51188995381286,1826,Certificate of deposit (CD),1402060,Frozen,9.21,YYYY-23-DD 14:23:SS,YYYY-55-DD 14:55:SS
KWZN34878208655342,2040,Individual retirement arrangement (IRA),290079,Frozen,8.29,YYYY-31-DD 22:31:SS,YYYY-10-DD 08:10:SS
NXAF23214338457955,1806,Brokerage account,4437588,Closed,5.2,YYYY-56-DD 15:56:SS,YYYY-15-DD 13:15:SS
WVPP31378246723380,1235,Money market account,2505324,Active,7.59,YYYY-12-DD 19:12:SS,YYYY-51-DD 00:51:SS
VABF58620097834144,2418,Money market account,2252539,Closed,5.2,YYYY-00-DD 07:00:SS,YYYY-46-DD 04:46:SS
OMID47901142764280,1961,Certificate of deposit (CD),4564809,Active,9.32,YYYY-50-DD 10:50:SS,YYYY-11-DD 14:11:SS
YYFY92080456712569,1356,Money market account,1428586,Frozen,8.46,YYYY-59-DD 02:59:SS,YYYY-16-DD 14:16:SS
UDUQ87272859212244,1447,Individual retirement arrangement (IRA),4579322,Closed,7.75,YYYY-28-DD 03:28:SS,YYYY-19-DD 22:19:SS
CRCB55423756302437,2029,Money market account,1798860,Closed,5.95,YYYY-50-DD 01:50:SS,YYYY-30-DD 03:30:SS
DKIC15302108079619,1330,Savings account,1185152,Active,5.53,YYYY-02-DD 12:02:SS,YYYY-57-DD 16:57:SS
NSCB86222865573383,2203,Savings account,2215220,Frozen,5.18,YYYY-59-DD 00:59:SS,YYYY-00-DD 08:00:SS
NBZT30797226176623,1634,Checking account,3150752,Frozen,5.75,YYYY-09-DD 07:09:SS,YYYY-55-DD 16:55:SS
DQSQ15174024554036,2114,Individual retirement arrangement (IRA),2111653,Frozen,7.22,YYYY-37-DD 11:37:SS,YYYY-55-DD 21:55:SS
UXYQ09337924799182,1888,Checking account,2120990,Frozen,6.1,YYYY-59-DD 15:59:SS,YYYY-28-DD 23:28:SS
EXRH79753892909586,2479,Checking account,3775601,Closed,8.26,YYYY-22-DD 12:22:SS,YYYY-22-DD 12:22:SS
POLQ21202975334797,2164,Brokerage account,4110153,Active,8.74,YYYY-42-DD 00:42:SS,YYYY-16-DD 21:16:SS
JTBC61511966971788,1323,Money market account,3263819,Closed,6.53,YYYY-01-DD 09:01:SS,YYYY-37-DD 10:37:SS
OOIZ53389398762487,2219,Money market account,4950004,Frozen,9.57,YYYY-27-DD 02:27:SS,YYYY-03-DD 18:03:SS
ALJU35204485063724,1640,Checking account,3712944,Closed,8.69,YYYY-57-DD 13:57:SS,YYYY-58-DD 01:58:SS
MIAI12171341155398,1499,Individual retirement arrangement (IRA),345934,Frozen,5.13,YYYY-49-DD 16:49:SS,YYYY-39-DD 07:39:SS
DATZ35689420729051,1150,Certificate of deposit (CD),4633981,Active,5.37,YYYY-09-DD 16:09:SS,YYYY-51-DD 21:51:SS
GUDS01588538348473,1981,Savings account,3539145,Frozen,8.32,YYYY-50-DD 07:50:SS,YYYY-04-DD 17:04:SS
TOON23991019919476,2255,Brokerage account,2266416,Active,6.71,YYYY-36-DD 22:36:SS,YYYY-31-DD 04:31:SS
AVBE97713325373658,1333,Brokerage account,2888010,Active,6.5,YYYY-28-DD 06:28:SS,YYYY-17-DD 00:17:SS
NVRR77932381887118,1977,Money market account,1157604,Active,8.39,YYYY-46-DD 02:46:SS,YYYY-45-DD 19:45:SS
MGDT69189627460033,1520,Certificate of deposit (CD),1870547,Active,9.9,YYYY-41-DD 04:41:SS,YYYY-14-DD 02:14:SS
QOOS79710897524291,1918,Checking account,201603,Closed,9.2,YYYY-54-DD 19:54:SS,YYYY-53-DD 09:53:SS
SVMR98046337878133,2462,Certificate of deposit (CD),995959,Closed,5.72,YYYY-27-DD 05:27:SS,YYYY-31-DD 16:31:SS
TFCX63968359584410,2403,Brokerage account,4755708,Active,5.9,YYYY-53-DD 15:53:SS,YYYY-43-DD 14:43:SS
CXQH80269306879185,2104,Savings account,145838,Closed,8.26,YYYY-14-DD 07:14:SS,YYYY-27-DD 19:27:SS
PQND50131274123995,2060,Brokerage account,1552106,Frozen,8.24,YYYY-44-DD 07:44:SS,YYYY-54-DD 06:54:SS
ZBOR56535842349057,2500,Money market account,2732910,Closed,5.67,YYYY-18-DD 00:18:SS,YYYY-49-DD 13:49:SS
HQVF75683282649915,1593,Individual retirement arrangement (IRA),1124140,Closed,7.62,YYYY-03-DD 00:03:SS,YYYY-23-DD 13:23:SS
SEEJ12021263977209,1348,Certificate of deposit (CD),3314888,Active,8.59,YYYY-54-DD 17:54:SS,YYYY-39-DD 02:39:SS
VAJP94148992760168,1466,Individual retirement arrangement (IRA),780600,Active,7.87,YYYY-06-DD 06:06:SS,YYYY-34-DD 16:34:SS
GQLG41474033823364,1357,Brokerage account,4013700,Frozen,9.45,YYYY-43-DD 01:43:SS,YYYY-59-DD 18:59:SS
FFRA00445181439262,1274,Certificate of deposit (CD),4113143,Active,5.93,YYYY-31-DD 14:31:SS,YYYY-28-DD 08:28:SS
BEJO08718850194048,1614,Savings account,2073519,Closed,6.88,YYYY-52-DD 17:52:SS,YYYY-49-DD 23:49:SS
GLJA23792571734302,1310,Brokerage account,3174999,Active,7.51,YYYY-13-DD 07:13:SS,YYYY-21-DD 14:21:SS
KXIS24406346257090,1523,Certificate of deposit (CD),1464719,Frozen,8.21,YYYY-59-DD 22:59:SS,YYYY-21-DD 13:21:SS
VUYN84830783440855,1276,Certificate of deposit (CD),3096978,Active,6.27,YYYY-24-DD 02:24:SS,YYYY-52-DD 04:52:SS
WPRB45715232015236,1227,Certificate of deposit (CD),4146589,Active,9.9,YYYY-21-DD 19:21:SS,YYYY-57-DD 10:57:SS
GGRU11153732959812,1446,Brokerage account,2894838,Active,9.79,YYYY-56-DD 19:56:SS,YYYY-08-DD 20:08:SS
HMCC99201980960762,2412,Savings account,1715612,Active,7.81,YYYY-56-DD 15:56:SS,YYYY-26-DD 21:26:SS
OBVQ59383243253376,1819,Money market account,1321505,Active,5.56,YYYY-15-DD 00:15:SS,YYYY-29-DD 05:29:SS
JAGW22145943239542,1710,Certificate of deposit (CD),2294351,Closed,9.35,YYYY-15-DD 09:15:SS,YYYY-51-DD 06:51:SS
HCCV33313036911889,1815,Individual retirement arrangement (IRA),371436,Active,7.21,YYYY-06-DD 13:06:SS,YYYY-21-DD 02:21:SS
GSGH47913485878955,2105,Money market account,2139383,Closed,9.87,YYYY-13-DD 23:13:SS,YYYY-12-DD 13:12:SS
AYVU46333262062808,1256,Certificate of deposit (CD),4031218,Frozen,9.42,YYYY-16-DD 12:16:SS,YYYY-29-DD 21:29:SS
QSFM78076818197474,2203,Certificate of deposit (CD),128856,Frozen,8.88,YYYY-59-DD 12:59:SS,YYYY-47-DD 08:47:SS
QTHA99248739370410,2057,Brokerage account,4816085,Closed,8.9,YYYY-05-DD 01:05:SS,YYYY-36-DD 09:36:SS
XJQQ97535036187245,2127,Brokerage account,2894106,Frozen,8.31,YYYY-49-DD 11:49:SS,YYYY-28-DD 09:28:SS
QQII38398227921258,1498,Checking account,3057768,Frozen,9.5,YYYY-46-DD 20:46:SS,YYYY-19-DD 13:19:SS
IMQX29792779747736,1150,Individual retirement arrangement (IRA),3620008,Active,7.1,YYYY-19-DD 18:19:SS,YYYY-48-DD 02:48:SS
DBSD25486535860709,1499,Money market account,2373241,Active,5.32,YYYY-54-DD 06:54:SS,YYYY-39-DD 17:39:SS
QMOY15171469343476,1585,Savings account,1454059,Active,5.6,YYYY-59-DD 10:59:SS,YYYY-49-DD 01:49:SS
ZQPI93186361487541,1916,Money market account,626708,Frozen,8.19,YYYY-31-DD 04:31:SS,YYYY-40-DD 19:40:SS
EYWL37598889066630,1396,Money market account,3169732,Frozen,8.94,YYYY-59-DD 08:59:SS,YYYY-36-DD 10:36:SS
ZGUN50208066064503,1892,Money market account,3523368,Closed,7.1,YYYY-28-DD 07:28:SS,YYYY-05-DD 19:05:SS
CRIB29952322303233,1102,Savings account,1186579,Frozen,8.5,YYYY-24-DD 03:24:SS,YYYY-23-DD 18:23:SS
ZHTA20029907279959,1559,Savings account,4658961,Closed,7.57,YYYY-03-DD 12:03:SS,YYYY-05-DD 05:05:SS
IIKJ43449639033304,2139,Money market account,1274452,Frozen,8.7,YYYY-28-DD 11:28:SS,YYYY-36-DD 19:36:SS
VBIM53370372958662,2397,Certificate of deposit (CD),2033266,Active,6.31,YYYY-29-DD 12:29:SS,YYYY-30-DD 10:30:SS
PGGR13164639848690,1170,Savings account,858976,Closed,5.32,YYYY-27-DD 16:27:SS,YYYY-30-DD 05:30:SS
OHYI25223757356422,2445,Savings account,4054819,Active,9.6,YYYY-27-DD 23:27:SS,YYYY-12-DD 17:12:SS
YGXJ30101485264858,1808,Checking account,3983678,Active,7.14,YYYY-20-DD 18:20:SS,YYYY-41-DD 21:41:SS
PQXR11414925638627,2033,Brokerage account,4910575,Frozen,9.81,YYYY-20-DD 09:20:SS,YYYY-42-DD 01:42:SS
UFKM63187665025896,2387,Checking account,1118999,Closed,7.18,YYYY-12-DD 01:12:SS,YYYY-42-DD 01:42:SS
FGIT51227257898575,1855,Certificate of deposit (CD),2139679,Closed,5.25,YYYY-21-DD 16:21:SS,YYYY-04-DD 02:04:SS
PGCY85549455893208,2410,Money market account,2842492,Frozen,6.23,YYYY-38-DD 17:38:SS,YYYY-26-DD 02:26:SS
VRKM52450983070653,2398,Savings account,585159,Frozen,5.69,YYYY-25-DD 06:25:SS,YYYY-32-DD 21:32:SS
XCLQ70017806088653,1184,Individual retirement arrangement (IRA),2955763,Active,6.23,YYYY-40-DD 01:40:SS,YYYY-20-DD 19:20:SS
VQBC19324381549458,2175,Savings account,2736503,Frozen,6.9,YYYY-59-DD 06:59:SS,YYYY-08-DD 20:08:SS
GRHJ49476105573401,1467,Money market account,993711,Frozen,7.33,YYYY-52-DD 05:52:SS,YYYY-41-DD 09:41:SS
JMIC27352819582949,1980,Money market account,4203977,Active,5.8,YYYY-50-DD 14:50:SS,YYYY-07-DD 01:07:SS
CLRW28927988205227,1274,Money market account,4942475,Frozen,9.45,YYYY-04-DD 14:04:SS,YYYY-22-DD 07:22:SS
FNIN83705930451090,1357,Individual retirement arrangement (IRA),1418908,Closed,8.44,YYYY-39-DD 19:39:SS,YYYY-04-DD 17:04:SS
FEYK96752394341334,1305,Checking account,3670862,Closed,8.91,YYYY-07-DD 15:07:SS,YYYY-46-DD 14:46:SS
YXFZ65563304757214,1529,Savings account,371201,Closed,5.9,YYYY-20-DD 08:20:SS,YYYY-00-DD 09:00:SS
RXBE26530616917108,1410,Brokerage account,2542502,Frozen,7.62,YYYY-01-DD 06:01:SS,YYYY-43-DD 08:43:SS
BXVP85886768277522,1005,Individual retirement arrangement (IRA),2891732,Frozen,9.23,YYYY-22-DD 02:22:SS,YYYY-46-DD 00:46:SS
DUME72471887906868,1809,Checking account,1411347,Frozen,8.9,YYYY-04-DD 17:04:SS,YYYY-38-DD 07:38:SS
MCAT00882121544363,1825,Brokerage account,566159,Active,5.69,YYYY-50-DD 12:50:SS,YYYY-12-DD 09:12:SS
SCED32735538193109,1961,Money market account,2268369,Frozen,6.65,YYYY-42-DD 07:42:SS,YYYY-27-DD 17:27:SS
KHVS12172325281284,1040,Brokerage account,3465481,Frozen,7.32,YYYY-40-DD 20:40:SS,YYYY-03-DD 03:03:SS
ANTD01098419654843,1133,Savings account,855029,Frozen,7.48,YYYY-17-DD 18:17:SS,YYYY-59-DD 10:59:SS
ECTF13578349368936,1238,Certificate of deposit (CD),2675236,Closed,7.86,YYYY-18-DD 13:18:SS,YYYY-49-DD 21:49:SS
RARZ24143918673423,1219,Individual retirement arrangement (IRA),4235146,Closed,9.22,YYYY-57-DD 00:57:SS,YYYY-28-DD 04:28:SS
DHNU64354278206104,1772,Savings account,658123,Frozen,5.12,YYYY-40-DD 22:40:SS,YYYY-54-DD 00:54:SS
RVLF55644082661851,1524,Savings account,4339992,Frozen,8.74,YYYY-50-DD 12:50:SS,YYYY-30-DD 23:30:SS
WVTF82247268579962,1344,Individual retirement arrangement (IRA),1570009,Frozen,9.8,YYYY-35-DD 02:35:SS,YYYY-57-DD 23:57:SS
ZEUV14083183111321,2193,Certificate of deposit (CD),2579377,Frozen,9.37,YYYY-52-DD 11:52:SS,YYYY-53-DD 03:53:SS
HCNX01281535825131,1343,Money market account,4372533,Frozen,6.89,YYYY-21-DD 08:21:SS,YYYY-00-DD 10:00:SS
VQAV82525832948862,1413,Brokerage account,1427347,Active,6.61,YYYY-13-DD 04:13:SS,YYYY-50-DD 15:50:SS
KOZS98239009376926,1364,Brokerage account,225216,Frozen,5.84,YYYY-38-DD 19:38:SS,YYYY-32-DD 08:32:SS
BTVY55445584750983,1170,Certificate of deposit (CD),4058399,Frozen,7.67,YYYY-03-DD 00:03:SS,YYYY-30-DD 19:30:SS
EZIM83568427456284,1914,Brokerage account,2120828,Active,6.42,YYYY-20-DD 02:20:SS,YYYY-35-DD 16:35:SS
YZGU05118348465649,1313,Brokerage account,2339845,Closed,7.89,YYYY-34-DD 12:34:SS,YYYY-45-DD 14:45:SS
FARI22149030957937,2275,Certificate of deposit (CD),2354505,Active,8.34,YYYY-06-DD 08:06:SS,YYYY-19-DD 23:19:SS
RCMY93891106120043,1276,Individual retirement arrangement (IRA),1375288,Active,8.76,YYYY-47-DD 12:47:SS,YYYY-17-DD 05:17:SS
CLEA74617351698668,1347,Money market account,4738928,Frozen,6.27,YYYY-18-DD 10:18:SS,YYYY-29-DD 05:29:SS
AVUV76856491338628,1377,Certificate of deposit (CD),4830665,Frozen,6.44,YYYY-10-DD 18:10:SS,YYYY-08-DD 15:08:SS
ZSOF16685224643764,1034,Certificate of deposit (CD),3692383,Active,5.51,YYYY-39-DD 07:39:SS,YYYY-35-DD 06:35:SS
TUXZ41860416040135,1988,Certificate of deposit (CD),3158283,Active,9.22,YYYY-11-DD 18:11:SS,YYYY-29-DD 13:29:SS
TUKB65007311992307,1814,Brokerage account,1767604,Frozen,5.15,YYYY-10-DD 11:10:SS,YYYY-51-DD 21:51:SS
KPAR07194653403229,2204,Savings account,1420772,Closed,6.19,YYYY-19-DD 08:19:SS,YYYY-33-DD 05:33:SS
CLWQ57737767435631,2130,Money market account,4899775,Frozen,9.9,YYYY-15-DD 23:15:SS,YYYY-47-DD 09:47:SS
CEOA44059863113142,1155,Certificate of deposit (CD),497871,Frozen,7.6,YYYY-21-DD 10:21:SS,YYYY-00-DD 03:00:SS
QGOG60749950486953,1996,Certificate of deposit (CD),1820817,Active,8.87,YYYY-38-DD 08:38:SS,YYYY-12-DD 07:12:SS
TLRF84739611752650,2189,Checking account,4650426,Active,7.49,YYYY-16-DD 14:16:SS,YYYY-57-DD 05:57:SS
YGJX73163772709189,2224,Certificate of deposit (CD),3057101,Frozen,5.9,YYYY-07-DD 18:07:SS,YYYY-50-DD 22:50:SS
CZSV00131141641860,2154,Money market account,831935,Active,7.59,YYYY-03-DD 05:03:SS,YYYY-47-DD 13:47:SS
DYMY33626527996330,1667,Money market account,3750985,Frozen,6.77,YYYY-16-DD 00:16:SS,YYYY-49-DD 03:49:SS
ZGOR00124315267912,1194,Checking account,1166230,Active,8.48,YYYY-45-DD 21:45:SS,YYYY-00-DD 02:00:SS
SQIA98727594295093,2185,Individual retirement arrangement (IRA),2138919,Frozen,7.7,YYYY-38-DD 19:38:SS,YYYY-56-DD 19:56:SS
CSUB15547631293682,2306,Individual retirement arrangement (IRA),4951796,Closed,7.23,YYYY-37-DD 23:37:SS,YYYY-53-DD 16:53:SS
VSMA24109882270783,2419,Checking account,2293270,Active,9.74,YYYY-56-DD 13:56:SS,YYYY-01-DD 15:01:SS
FVRQ00224536976557,1913,Money market account,752601,Active,5.11,YYYY-14-DD 17:14:SS,YYYY-54-DD 17:54:SS
PNKT74402115515885,1802,Money market account,3631867,Active,8.24,YYYY-21-DD 13:21:SS,YYYY-04-DD 19:04:SS
HSFO67448110524272,1645,Brokerage account,4475126,Closed,7.85,YYYY-17-DD 01:17:SS,YYYY-16-DD 11:16:SS
TUBD29460215441274,1335,Individual retirement arrangement (IRA),1381413,Closed,7.11,YYYY-11-DD 20:11:SS,YYYY-41-DD 07:41:SS
UPWQ80796920319003,1490,Certificate of deposit (CD),1082978,Frozen,6.26,YYYY-12-DD 02:12:SS,YYYY-22-DD 06:22:SS
