INVESTMENTACCOUNTID,CUSTOMERID,ACCOUNTTYPE,INVESTMENTSTATUS,INVESTMENTSTARTDATE,INVESTMENTENDDATE,RETURNS,INVESTMENTPORTFOLIO
IZZF69243942231012,1714,Fixed Deposits,Active,YYYY-19-DD 18:19:SS,YYYY-52-DD 07:52:SS,9.61,16830394
OIDT60136851038759,2288,Fixed Deposits,Active,YYYY-26-DD 04:26:SS,YYYY-07-DD 17:07:SS,10.45,07415760
ZQCU27108759779095,1339,Fixed Deposits,Active,YYYY-12-DD 19:12:SS,YYYY-12-DD 19:12:SS,11.89,35610847
SOPD45430805617635,1719,Fixed Deposits,Active,YYYY-01-DD 17:01:SS,YYYY-20-DD 16:20:SS,6.4,67796816
WJXS50539910807986,1028,Fixed Deposits,Closed,YYYY-51-DD 00:51:SS,YYYY-47-DD 21:47:SS,10.46,56028157
VDCC00976667956349,1004,Stocks,Closed,YYYY-47-DD 05:47:SS,YYYY-45-DD 03:45:SS,9.1,21378973
JOLO88395535206427,1160,Stocks,Closed,YYYY-13-DD 23:13:SS,YYYY-40-DD 03:40:SS,18.94,93023405
QPZV08226377101463,2395,Fixed Deposits,Active,YYYY-58-DD 09:58:SS,YYYY-09-DD 01:09:SS,12.37,71385181
SOWS39449879896237,2172,Mutual Funds,Active,YYYY-00-DD 10:00:SS,YYYY-01-DD 07:01:SS,16.67,61784833
VWWS88732970439806,1028,Stocks,Active,YYYY-53-DD 02:53:SS,YYYY-42-DD 07:42:SS,9.45,04049432
GDAX99254669223189,1730,Fixed Deposits,Closed,YYYY-33-DD 20:33:SS,YYYY-15-DD 10:15:SS,9.7,94939026
PFBY82147902408214,1520,Stocks,Closed,YYYY-11-DD 22:11:SS,YYYY-44-DD 18:44:SS,18.26,28909989
YUKX17812749773388,1790,Mutual Funds,Active,YYYY-15-DD 16:15:SS,YYYY-24-DD 17:24:SS,15.46,66102618
ZGYC64117594920108,1603,Mutual Funds,Closed,YYYY-48-DD 15:48:SS,YYYY-05-DD 06:05:SS,14.59,50223534
WIXQ91541628366362,2453,Fixed Deposits,Closed,YYYY-40-DD 07:40:SS,YYYY-19-DD 12:19:SS,10.77,17781374
PLYC47535393060870,1077,Stocks,Active,YYYY-45-DD 14:45:SS,YYYY-31-DD 03:31:SS,5.3,42524298
WSGD07066444158374,2044,Stocks,Active,YYYY-38-DD 04:38:SS,YYYY-52-DD 04:52:SS,16.65,30321434
BSRB55268013338857,1345,Stocks,Active,YYYY-28-DD 05:28:SS,YYYY-25-DD 19:25:SS,14.41,96634455
WUDJ25886340368532,1026,Mutual Funds,Closed,YYYY-22-DD 13:22:SS,YYYY-18-DD 16:18:SS,8.39,45679049
NIAA26312118529005,1559,Mutual Funds,Closed,YYYY-47-DD 02:47:SS,YYYY-22-DD 19:22:SS,18.63,85304185
XTQT59324233956422,1528,Fixed Deposits,Active,YYYY-28-DD 14:28:SS,YYYY-45-DD 02:45:SS,9.24,24914918
HOBW46419963173504,1615,Mutual Funds,Closed,YYYY-37-DD 19:37:SS,YYYY-08-DD 05:08:SS,9.57,66775027
FIMI63735399556838,1172,Mutual Funds,Active,YYYY-03-DD 01:03:SS,YYYY-06-DD 16:06:SS,13.7,45797774
JULM43866510402051,1577,Fixed Deposits,Active,YYYY-06-DD 00:06:SS,YYYY-07-DD 08:07:SS,9.82,06920340
LZCN95147654075966,1327,Stocks,Active,YYYY-09-DD 17:09:SS,YYYY-53-DD 10:53:SS,19.66,31011303
LIPC05472147079078,1320,Fixed Deposits,Closed,YYYY-23-DD 01:23:SS,YYYY-44-DD 08:44:SS,9.23,61532960
BPWF20863880346651,1308,Stocks,Closed,YYYY-20-DD 02:20:SS,YYYY-13-DD 00:13:SS,9.67,06819125
JBIF73897231662851,2091,Fixed Deposits,Active,YYYY-56-DD 00:56:SS,YYYY-37-DD 00:37:SS,7.42,26447711
NKQD97300122738992,1113,Stocks,Closed,YYYY-50-DD 07:50:SS,YYYY-50-DD 07:50:SS,5.3,01491586
AHRI23306755870342,2445,Mutual Funds,Active,YYYY-34-DD 02:34:SS,YYYY-41-DD 15:41:SS,7.25,92494008
BCTJ70098846823392,1427,Fixed Deposits,Active,YYYY-47-DD 04:47:SS,YYYY-13-DD 06:13:SS,17.53,33773995
JKTI91832913834319,1885,Stocks,Closed,YYYY-20-DD 11:20:SS,YYYY-14-DD 10:14:SS,6.65,25790993
YNQE71227932134434,2357,Fixed Deposits,Closed,YYYY-06-DD 23:06:SS,YYYY-20-DD 14:20:SS,14.85,71606859
XIYW71325599138817,1854,Mutual Funds,Closed,YYYY-16-DD 12:16:SS,YYYY-43-DD 20:43:SS,19.17,05088225
PCSI66842725363591,1620,Fixed Deposits,Active,YYYY-49-DD 23:49:SS,YYYY-18-DD 16:18:SS,9.11,29133116
TAOH76520490833146,1430,Fixed Deposits,Closed,YYYY-53-DD 12:53:SS,YYYY-02-DD 04:02:SS,11.64,97732303
BFQM21423311774068,1579,Stocks,Closed,YYYY-14-DD 22:14:SS,YYYY-03-DD 06:03:SS,5.7,76550126
UYRG17505074193450,1221,Stocks,Active,YYYY-44-DD 03:44:SS,YYYY-16-DD 22:16:SS,14.89,01730272
JOHP58681673007876,1134,Mutual Funds,Closed,YYYY-29-DD 00:29:SS,YYYY-35-DD 11:35:SS,6.97,23438750
KZFV21796667587063,2376,Fixed Deposits,Closed,YYYY-51-DD 13:51:SS,YYYY-51-DD 13:51:SS,12.43,52073878
WBXF00348591606669,2262,Mutual Funds,Closed,YYYY-46-DD 22:46:SS,YYYY-44-DD 11:44:SS,18.89,53432674
DXXO14876621697131,2232,Mutual Funds,Active,YYYY-20-DD 02:20:SS,YYYY-34-DD 09:34:SS,8.38,07619786
SGHW29068446369717,2385,Mutual Funds,Closed,YYYY-14-DD 03:14:SS,YYYY-14-DD 03:14:SS,10.61,42323938
UXNL33573313722973,2471,Mutual Funds,Closed,YYYY-23-DD 07:23:SS,YYYY-17-DD 18:17:SS,13.1,88066714
XTOI79595363082081,1430,Fixed Deposits,Active,YYYY-45-DD 05:45:SS,YYYY-30-DD 03:30:SS,6.48,77606945
OKHC48573841150307,1390,Mutual Funds,Closed,YYYY-56-DD 19:56:SS,YYYY-43-DD 13:43:SS,5.2,01824520
IDSV49360192468695,1038,Mutual Funds,Active,YYYY-39-DD 20:39:SS,YYYY-11-DD 18:11:SS,10.61,83331848
XPQI23337599756097,1947,Stocks,Active,YYYY-56-DD 12:56:SS,YYYY-34-DD 07:34:SS,10.33,71491356
ZEHM12667387432613,1380,Stocks,Closed,YYYY-35-DD 02:35:SS,YYYY-14-DD 15:14:SS,15.34,90252150
OXCR96695938856680,1777,Mutual Funds,Closed,YYYY-56-DD 15:56:SS,YYYY-56-DD 15:56:SS,6.53,17444736
LVMO11847225880562,1808,Fixed Deposits,Active,YYYY-17-DD 01:17:SS,YYYY-17-DD 01:17:SS,6.22,84976833
BNHK04755291194829,2277,Stocks,Active,YYYY-16-DD 12:16:SS,YYYY-18-DD 11:18:SS,5.7,84675965
CEHH85254485753172,1259,Stocks,Active,YYYY-34-DD 19:34:SS,YYYY-22-DD 06:22:SS,6.22,97113997
IUED74598197075509,1390,Stocks,Closed,YYYY-13-DD 02:13:SS,YYYY-27-DD 07:27:SS,10.55,01943917
ORQA20833136798256,1681,Fixed Deposits,Closed,YYYY-23-DD 12:23:SS,YYYY-01-DD 00:01:SS,8.99,48764612
BUOE40133554253521,1860,Mutual Funds,Active,YYYY-15-DD 14:15:SS,YYYY-07-DD 13:07:SS,13.92,29001576
RGZR92445948987670,1526,Fixed Deposits,Active,YYYY-46-DD 20:46:SS,YYYY-50-DD 20:50:SS,17.96,77328052
WYBB77558140925661,1668,Mutual Funds,Closed,YYYY-51-DD 02:51:SS,YYYY-51-DD 02:51:SS,12.31,80593058
XKRM12967172647744,1551,Fixed Deposits,Active,YYYY-33-DD 04:33:SS,YYYY-33-DD 04:33:SS,13.3,85985063
IFTM34372063377270,1344,Mutual Funds,Active,YYYY-14-DD 05:14:SS,YYYY-01-DD 08:01:SS,6.26,54060449
EEUL98115175828881,1542,Mutual Funds,Active,YYYY-51-DD 19:51:SS,YYYY-51-DD 19:51:SS,12.5,72365106
HJPS39037981288792,1406,Fixed Deposits,Closed,YYYY-02-DD 02:02:SS,YYYY-37-DD 20:37:SS,11.29,44356743
SSXJ02949586357621,1867,Fixed Deposits,Active,YYYY-47-DD 17:47:SS,YYYY-43-DD 15:43:SS,19.42,33743103
MORC18818789048741,1079,Stocks,Active,YYYY-27-DD 07:27:SS,YYYY-02-DD 00:02:SS,18.51,48742603
OPHI66561165530996,2226,Stocks,Active,YYYY-13-DD 15:13:SS,YYYY-34-DD 20:34:SS,7.41,58862025
WPYE52827841937550,2407,Stocks,Closed,YYYY-42-DD 06:42:SS,YYYY-03-DD 06:03:SS,19.84,65488577
HLKY90596079897073,2114,Fixed Deposits,Active,YYYY-35-DD 11:35:SS,YYYY-57-DD 21:57:SS,17.5,66282136
JPXR38550764896743,1543,Fixed Deposits,Active,YYYY-30-DD 15:30:SS,YYYY-22-DD 19:22:SS,19.36,99365370
JVHS51516742314518,2056,Mutual Funds,Closed,YYYY-38-DD 06:38:SS,YYYY-38-DD 06:38:SS,10.8,46813688
DGPU64771897296743,2059,Stocks,Closed,YYYY-56-DD 21:56:SS,YYYY-27-DD 20:27:SS,11.59,27050095
ZRSG98912146316157,1837,Stocks,Closed,YYYY-35-DD 05:35:SS,YYYY-03-DD 10:03:SS,5.29,68431044
NIEI04541329022065,1873,Stocks,Active,YYYY-35-DD 08:35:SS,YYYY-35-DD 08:35:SS,18.86,54717176
VQIQ18703549296634,2282,Fixed Deposits,Active,YYYY-18-DD 20:18:SS,YYYY-10-DD 18:10:SS,13.5,76961656
KONW43529334745550,2133,Stocks,Active,YYYY-31-DD 05:31:SS,YYYY-43-DD 23:43:SS,6.12,75792060
VSPH64784351198154,1999,Fixed Deposits,Closed,YYYY-33-DD 21:33:SS,YYYY-32-DD 14:32:SS,11.15,58781937
RMEY41017885490594,1886,Mutual Funds,Active,YYYY-11-DD 07:11:SS,YYYY-26-DD 09:26:SS,15.52,50005932
MJCN65753946466376,1789,Stocks,Active,YYYY-33-DD 13:33:SS,YYYY-33-DD 13:33:SS,12.85,27142851
BMGA83861029625897,1562,Mutual Funds,Active,YYYY-50-DD 03:50:SS,YYYY-29-DD 08:29:SS,5.69,97296119
KNQT68469678183502,1958,Stocks,Closed,YYYY-27-DD 15:27:SS,YYYY-36-DD 06:36:SS,8.14,93315470
IXVH27459683917692,2366,Mutual Funds,Closed,YYYY-05-DD 06:05:SS,YYYY-25-DD 16:25:SS,12.4,20374051
VHAJ51089281191915,1283,Stocks,Active,YYYY-47-DD 02:47:SS,YYYY-47-DD 02:47:SS,6.52,92799769
ITFV57923682097391,1214,Stocks,Active,YYYY-20-DD 01:20:SS,YYYY-52-DD 21:52:SS,10.74,76654534
ALOQ65609494509458,2291,Mutual Funds,Closed,YYYY-13-DD 17:13:SS,YYYY-27-DD 22:27:SS,12.27,32927245
CFOM56972817208525,1910,Stocks,Active,YYYY-20-DD 13:20:SS,YYYY-48-DD 22:48:SS,18.33,20396602
QIXT59215441977114,2102,Stocks,Active,YYYY-31-DD 10:31:SS,YYYY-40-DD 04:40:SS,17.2,79029209
GCQQ51064823924415,1150,Mutual Funds,Closed,YYYY-00-DD 07:00:SS,YYYY-29-DD 05:29:SS,18.75,88835310
QREZ54203489954561,2449,Fixed Deposits,Closed,YYYY-11-DD 03:11:SS,YYYY-43-DD 02:43:SS,8.58,98416288
SVTL54256278394238,1706,Stocks,Active,YYYY-05-DD 13:05:SS,YYYY-05-DD 13:05:SS,12.29,54977730
NLAC65905132953066,1995,Stocks,Closed,YYYY-22-DD 13:22:SS,YYYY-46-DD 07:46:SS,7.68,46650801
BZNZ34939372185473,2058,Fixed Deposits,Active,YYYY-45-DD 07:45:SS,YYYY-24-DD 07:24:SS,19.1,42195399
OKOJ86012464083817,1405,Fixed Deposits,Active,YYYY-56-DD 16:56:SS,YYYY-33-DD 11:33:SS,13.35,16420229
BRUR93485767317427,1353,Fixed Deposits,Closed,YYYY-24-DD 03:24:SS,YYYY-19-DD 01:19:SS,8.41,60907110
XOOO11245888003474,2097,Stocks,Closed,YYYY-03-DD 20:03:SS,YYYY-32-DD 21:32:SS,5.68,86860970
ABYX76337197225939,2099,Stocks,Closed,YYYY-22-DD 05:22:SS,YYYY-48-DD 23:48:SS,18.92,23364233
SUTW06240330644480,1091,Stocks,Active,YYYY-28-DD 07:28:SS,YYYY-23-DD 19:23:SS,17.95,68160654
BXGP38507718512553,2340,Stocks,Active,YYYY-39-DD 19:39:SS,YYYY-50-DD 21:50:SS,13.37,71517711
TJVA82170020307038,2018,Fixed Deposits,Active,YYYY-18-DD 02:18:SS,YYYY-58-DD 07:58:SS,15.59,42730675
GGEL84075348573494,1329,Stocks,Closed,YYYY-34-DD 23:34:SS,YYYY-34-DD 23:34:SS,17.82,71588995
XJPI04624632730595,2123,Fixed Deposits,Closed,YYYY-16-DD 15:16:SS,YYYY-16-DD 15:16:SS,12.31,79543040
OAZV16490076393420,2491,Stocks,Active,YYYY-50-DD 23:50:SS,YYYY-00-DD 18:00:SS,5.9,71231907
BRAT34307087246755,2131,Stocks,Closed,YYYY-24-DD 20:24:SS,YYYY-24-DD 20:24:SS,16.92,08791931
VNDU20128715805036,2062,Mutual Funds,Active,YYYY-20-DD 21:20:SS,YYYY-37-DD 18:37:SS,13.74,01050370
JAVY83396059531638,1033,Mutual Funds,Active,YYYY-26-DD 19:26:SS,YYYY-26-DD 19:26:SS,14.83,49512687
GXIY72282303135222,1361,Mutual Funds,Closed,YYYY-19-DD 17:19:SS,YYYY-16-DD 14:16:SS,11.52,09378506
XPVR82690415363851,1293,Fixed Deposits,Closed,YYYY-46-DD 20:46:SS,YYYY-57-DD 20:57:SS,7.11,57258553
QYZE03561565961844,1592,Stocks,Active,YYYY-05-DD 13:05:SS,YYYY-01-DD 22:01:SS,10.99,48783095
QMIO87227846335080,1291,Mutual Funds,Closed,YYYY-40-DD 21:40:SS,YYYY-09-DD 01:09:SS,8.52,80430988
JNGO87130843153747,1409,Fixed Deposits,Active,YYYY-23-DD 19:23:SS,YYYY-03-DD 07:03:SS,16.13,42401643
RLKA25973511663477,1363,Stocks,Closed,YYYY-49-DD 21:49:SS,YYYY-01-DD 10:01:SS,8.18,90534478
ZSWZ93559469888050,1400,Mutual Funds,Closed,YYYY-24-DD 12:24:SS,YYYY-56-DD 12:56:SS,19.99,29560738
JFWV01903811224220,2388,Mutual Funds,Closed,YYYY-49-DD 12:49:SS,YYYY-59-DD 04:59:SS,8.26,44458768
AWYP94977779542709,1533,Fixed Deposits,Active,YYYY-20-DD 23:20:SS,YYYY-20-DD 23:20:SS,18.62,76820892
EYBF54548409453651,2487,Stocks,Closed,YYYY-09-DD 19:09:SS,YYYY-34-DD 13:34:SS,18.1,76011528
IOMG51124133152453,1346,Stocks,Active,YYYY-43-DD 10:43:SS,YYYY-12-DD 22:12:SS,16.48,07592089
OYIB69237619835722,1707,Stocks,Closed,YYYY-36-DD 22:36:SS,YYYY-06-DD 16:06:SS,11.53,25773170
ICGR36111701600259,1081,Stocks,Closed,YYYY-18-DD 05:18:SS,YYYY-18-DD 05:18:SS,9.6,18443240
FNZE64677329896290,1233,Stocks,Active,YYYY-33-DD 16:33:SS,YYYY-34-DD 19:34:SS,7.75,33336435
OOMU81754670127958,2122,Fixed Deposits,Active,YYYY-09-DD 09:09:SS,YYYY-26-DD 04:26:SS,18.5,69380693
EEXG75222747150043,2052,Fixed Deposits,Closed,YYYY-41-DD 06:41:SS,YYYY-57-DD 00:57:SS,9.5,96684924
LQDY22881446672908,1161,Mutual Funds,Closed,YYYY-43-DD 01:43:SS,YYYY-09-DD 09:09:SS,11.63,68272807
MPSI62286262138078,2253,Mutual Funds,Active,YYYY-35-DD 21:35:SS,YYYY-18-DD 23:18:SS,16.58,17170840
JCJT89817258604250,1932,Mutual Funds,Active,YYYY-58-DD 06:58:SS,YYYY-40-DD 07:40:SS,14.79,95896311
IUVQ44718197030690,1280,Fixed Deposits,Closed,YYYY-08-DD 23:08:SS,YYYY-36-DD 10:36:SS,5.17,75359256
WFJD37815561955943,1394,Fixed Deposits,Active,YYYY-31-DD 06:31:SS,YYYY-06-DD 20:06:SS,14.92,33217260
LBRW87153627029949,1709,Fixed Deposits,Closed,YYYY-08-DD 17:08:SS,YYYY-42-DD 17:42:SS,11.6,73375449
LGLN03698108460419,1462,Stocks,Closed,YYYY-27-DD 10:27:SS,YYYY-03-DD 04:03:SS,9.89,17887564
IKEA97530685859692,2073,Stocks,Closed,YYYY-20-DD 23:20:SS,YYYY-23-DD 08:23:SS,10.23,41132777
RVCH54764483080106,1855,Fixed Deposits,Active,YYYY-33-DD 07:33:SS,YYYY-43-DD 15:43:SS,10.52,08867414
MQAJ31270269855356,2074,Mutual Funds,Active,YYYY-26-DD 04:26:SS,YYYY-24-DD 08:24:SS,11.46,41721926
MBFB44624837975498,1662,Mutual Funds,Closed,YYYY-46-DD 19:46:SS,YYYY-16-DD 02:16:SS,11.22,80764090
HLBO85298721611761,1690,Fixed Deposits,Active,YYYY-43-DD 05:43:SS,YYYY-31-DD 00:31:SS,9.44,06248857
EUTM07630640114632,1629,Mutual Funds,Closed,YYYY-21-DD 14:21:SS,YYYY-18-DD 07:18:SS,12.9,54572171
BMSB33029535076929,1952,Fixed Deposits,Closed,YYYY-54-DD 05:54:SS,YYYY-55-DD 12:55:SS,18.65,71535364
EVIK18798616577581,1698,Mutual Funds,Closed,YYYY-48-DD 14:48:SS,YYYY-33-DD 21:33:SS,10.54,40663494
TDJF31381649818115,1462,Stocks,Active,YYYY-12-DD 16:12:SS,YYYY-43-DD 13:43:SS,10.8,89849798
GZWH15389842581562,2257,Mutual Funds,Closed,YYYY-15-DD 22:15:SS,YYYY-15-DD 22:15:SS,9.15,72187630
YPOW54383096232028,1696,Stocks,Closed,YYYY-57-DD 18:57:SS,YYYY-33-DD 10:33:SS,6.86,56735864
HEZE31870881307208,1175,Stocks,Active,YYYY-24-DD 17:24:SS,YYYY-28-DD 20:28:SS,10.7,20872380
LEUV79536205094688,1539,Mutual Funds,Active,YYYY-42-DD 14:42:SS,YYYY-03-DD 07:03:SS,13.77,13955267
YUSS05742106202444,2304,Stocks,Closed,YYYY-55-DD 06:55:SS,YYYY-55-DD 06:55:SS,9.21,97331377
EHFV12816725073302,1952,Fixed Deposits,Closed,YYYY-00-DD 16:00:SS,YYYY-00-DD 16:00:SS,13.54,28697367
TEAH49614246876053,1893,Stocks,Closed,YYYY-51-DD 03:51:SS,YYYY-41-DD 05:41:SS,5.58,38575235
IJNA47226863699676,2069,Mutual Funds,Closed,YYYY-19-DD 17:19:SS,YYYY-48-DD 19:48:SS,12.89,93037938
HOVE02766838191031,2242,Mutual Funds,Closed,YYYY-54-DD 16:54:SS,YYYY-12-DD 11:12:SS,5.8,69530760
DYWY04128611613610,1200,Fixed Deposits,Closed,YYYY-41-DD 10:41:SS,YYYY-56-DD 13:56:SS,17.13,71167725
DXEK24110615576762,1298,Fixed Deposits,Closed,YYYY-54-DD 20:54:SS,YYYY-30-DD 20:30:SS,12.84,33746043
UGIW80401070292305,2255,Mutual Funds,Active,YYYY-18-DD 22:18:SS,YYYY-14-DD 16:14:SS,15.19,11790471
UGTR09702990196448,1117,Mutual Funds,Active,YYYY-49-DD 12:49:SS,YYYY-24-DD 04:24:SS,19.51,38787997
GRSN08161503445442,2123,Mutual Funds,Active,YYYY-30-DD 21:30:SS,YYYY-57-DD 06:57:SS,15.1,19098081
LCMK74397147466542,1686,Mutual Funds,Active,YYYY-37-DD 19:37:SS,YYYY-57-DD 11:57:SS,5.3,49823271
TQXW89905555161981,2100,Stocks,Active,YYYY-19-DD 01:19:SS,YYYY-14-DD 10:14:SS,11.93,09887138
TTLH94212331025910,1411,Fixed Deposits,Active,YYYY-59-DD 21:59:SS,YYYY-39-DD 00:39:SS,6.25,00675963
UYOR62639856961419,1933,Fixed Deposits,Active,YYYY-45-DD 08:45:SS,YYYY-14-DD 10:14:SS,6.66,40654348
UFUV13213555418025,1441,Mutual Funds,Closed,YYYY-55-DD 18:55:SS,YYYY-47-DD 12:47:SS,16.36,12781737
UOCN24492060907471,1793,Fixed Deposits,Active,YYYY-16-DD 21:16:SS,YYYY-27-DD 08:27:SS,14.53,60252814
PJJM32624946796563,1103,Mutual Funds,Active,YYYY-39-DD 17:39:SS,YYYY-08-DD 17:08:SS,7.47,72401804
FJUP75222829506962,1408,Stocks,Active,YYYY-11-DD 03:11:SS,YYYY-08-DD 08:08:SS,17.39,35647669
ZATZ76330123627050,1872,Fixed Deposits,Closed,YYYY-10-DD 10:10:SS,YYYY-30-DD 05:30:SS,5.13,06689414
JHUC10846070906596,1628,Stocks,Closed,YYYY-52-DD 21:52:SS,YYYY-48-DD 20:48:SS,8.48,53158208
HEAU69476146554531,1479,Mutual Funds,Active,YYYY-44-DD 10:44:SS,YYYY-14-DD 04:14:SS,10.3,74239146
IFOC20079072548234,2137,Fixed Deposits,Active,YYYY-38-DD 17:38:SS,YYYY-05-DD 11:05:SS,19.53,37705886
NLPB21235102308549,1980,Stocks,Active,YYYY-39-DD 14:39:SS,YYYY-18-DD 03:18:SS,17.15,95003566
PAEO73432563163685,1796,Fixed Deposits,Closed,YYYY-19-DD 19:19:SS,YYYY-51-DD 01:51:SS,15.97,91505156
MAYE67070558476443,1322,Stocks,Active,YYYY-28-DD 18:28:SS,YYYY-34-DD 22:34:SS,10.42,44749255
OWPB30889090512711,1632,Fixed Deposits,Active,YYYY-51-DD 10:51:SS,YYYY-51-DD 10:51:SS,11.97,04186366
VCFL01891833763057,2085,Stocks,Closed,YYYY-29-DD 03:29:SS,YYYY-29-DD 03:29:SS,7.52,40609348
JFBZ69534822070297,2252,Mutual Funds,Closed,YYYY-34-DD 23:34:SS,YYYY-34-DD 23:34:SS,8.25,79518666
PNMO61445195050022,1724,Fixed Deposits,Closed,YYYY-32-DD 22:32:SS,YYYY-10-DD 19:10:SS,13.37,56929690
JBXF81897268538128,1836,Mutual Funds,Closed,YYYY-36-DD 07:36:SS,YYYY-36-DD 07:36:SS,5.53,03759301
LJMD32307409951612,1863,Stocks,Closed,YYYY-27-DD 13:27:SS,YYYY-18-DD 12:18:SS,17.82,60955609
SYLB11017140148210,2174,Stocks,Closed,YYYY-54-DD 01:54:SS,YYYY-14-DD 21:14:SS,7.2,36578825
UFHG30280909882722,1320,Mutual Funds,Closed,YYYY-05-DD 12:05:SS,YYYY-05-DD 12:05:SS,9.61,30782358
MVOU42768465256984,1018,Fixed Deposits,Active,YYYY-22-DD 18:22:SS,YYYY-07-DD 09:07:SS,9.39,20397708
ZSMZ88986972544849,1516,Mutual Funds,Closed,YYYY-05-DD 04:05:SS,YYYY-48-DD 22:48:SS,8.18,51617738
NJZI88128517044899,1957,Mutual Funds,Closed,YYYY-53-DD 21:53:SS,YYYY-29-DD 19:29:SS,15.43,21760709
MVFX79983603280189,1006,Fixed Deposits,Closed,YYYY-02-DD 01:02:SS,YYYY-02-DD 01:02:SS,16.92,97163336
PPVW33637670087384,1977,Mutual Funds,Closed,YYYY-58-DD 11:58:SS,YYYY-26-DD 01:26:SS,17.28,35584612
QDBS19217986527143,2011,Fixed Deposits,Closed,YYYY-53-DD 09:53:SS,YYYY-41-DD 18:41:SS,15,76299094
SXNS34177047547691,2124,Stocks,Active,YYYY-43-DD 03:43:SS,YYYY-07-DD 22:07:SS,11.95,58881958
ZUJR50633456969011,1009,Stocks,Active,YYYY-28-DD 14:28:SS,YYYY-29-DD 05:29:SS,15.44,31849784
KIFX09894294530728,2304,Fixed Deposits,Closed,YYYY-54-DD 20:54:SS,YYYY-14-DD 21:14:SS,17.56,10489185
VSQA65172805385564,1691,Mutual Funds,Active,YYYY-37-DD 03:37:SS,YYYY-19-DD 10:19:SS,7.3,86810739
YEXQ60810807416243,1464,Mutual Funds,Closed,YYYY-03-DD 22:03:SS,YYYY-04-DD 18:04:SS,11.93,31643412
JSEO54172051847491,2494,Fixed Deposits,Active,YYYY-43-DD 10:43:SS,YYYY-05-DD 19:05:SS,19.51,67489893
YQKM78649553024894,1345,Fixed Deposits,Closed,YYYY-23-DD 15:23:SS,YYYY-43-DD 00:43:SS,19.3,94942262
KTDV32068042342186,1548,Stocks,Closed,YYYY-22-DD 11:22:SS,YYYY-51-DD 04:51:SS,9.22,75359591
HVVG01760505142656,1201,Stocks,Active,YYYY-26-DD 22:26:SS,YYYY-46-DD 10:46:SS,5.92,31034869
HGJB17524469625840,2362,Stocks,Closed,YYYY-02-DD 13:02:SS,YYYY-42-DD 19:42:SS,16.18,23691025
WUKH83150629729780,1620,Stocks,Closed,YYYY-10-DD 06:10:SS,YYYY-13-DD 21:13:SS,15.2,75669751
TLUJ56570194854652,1876,Mutual Funds,Closed,YYYY-12-DD 09:12:SS,YYYY-12-DD 09:12:SS,9.38,60934918
YDIP18628973982758,1900,Stocks,Active,YYYY-32-DD 13:32:SS,YYYY-45-DD 12:45:SS,17.11,22475527
PCUW98019094529490,2360,Stocks,Closed,YYYY-15-DD 15:15:SS,YYYY-10-DD 18:10:SS,8.1,90767784
MDYF44407502929399,1873,Stocks,Closed,YYYY-00-DD 14:00:SS,YYYY-17-DD 00:17:SS,14.34,53504753
YBWY35572326434177,1456,Stocks,Closed,YYYY-01-DD 22:01:SS,YYYY-33-DD 23:33:SS,6.36,28759287
TBOO95242224827417,2109,Fixed Deposits,Active,YYYY-34-DD 02:34:SS,YYYY-54-DD 11:54:SS,7.1,36374649
KXSI45294531804341,2363,Mutual Funds,Closed,YYYY-42-DD 04:42:SS,YYYY-33-DD 19:33:SS,9.75,82409944
NGHH24980008846266,1304,Mutual Funds,Closed,YYYY-48-DD 00:48:SS,YYYY-09-DD 04:09:SS,17.3,07511974
EYDD02411564872968,1407,Fixed Deposits,Active,YYYY-54-DD 16:54:SS,YYYY-54-DD 16:54:SS,7.5,17286596
FFBD45030618414668,1438,Fixed Deposits,Closed,YYYY-08-DD 15:08:SS,YYYY-20-DD 20:20:SS,15.73,87507867
DPEO04790986341478,1635,Stocks,Closed,YYYY-23-DD 09:23:SS,YYYY-37-DD 04:37:SS,6.18,29217557
MODG00570941216670,1965,Fixed Deposits,Active,YYYY-19-DD 17:19:SS,YYYY-12-DD 17:12:SS,8.92,60420169
ALZN76653468707984,1697,Stocks,Closed,YYYY-50-DD 19:50:SS,YYYY-13-DD 17:13:SS,15.94,03714164
OOWV87828496587609,1315,Mutual Funds,Active,YYYY-01-DD 22:01:SS,YYYY-14-DD 20:14:SS,13.54,86450911
EDDX13818986712155,1774,Mutual Funds,Closed,YYYY-11-DD 08:11:SS,YYYY-49-DD 00:49:SS,8.27,87125429
DBQD11928650148949,1648,Fixed Deposits,Active,YYYY-20-DD 05:20:SS,YYYY-56-DD 14:56:SS,18.24,22537836
PUEK10454374440634,1648,Fixed Deposits,Active,YYYY-38-DD 12:38:SS,YYYY-16-DD 11:16:SS,13.85,60249425
HORE91172449873631,2434,Mutual Funds,Active,YYYY-22-DD 09:22:SS,YYYY-32-DD 10:32:SS,7.34,11881636
GWIC51442925260879,2088,Stocks,Active,YYYY-23-DD 10:23:SS,YYYY-42-DD 00:42:SS,8.76,76439131
MUHC61739213525284,1868,Fixed Deposits,Active,YYYY-39-DD 04:39:SS,YYYY-39-DD 04:39:SS,16.24,21565984
GFJB17467596404710,1023,Mutual Funds,Active,YYYY-19-DD 19:19:SS,YYYY-03-DD 23:03:SS,13.86,23579514
HEZB39613162337083,1612,Stocks,Closed,YYYY-18-DD 21:18:SS,YYYY-18-DD 21:18:SS,14.14,80668381
